from,to,expandToAllLocales
/blogs/how-to/tagged/bci.atom,/collections/mobile-eeg-headsets,TRUE
/blogs/how-to/tagged/epoc-series-eeg.atom,/collections/mobile-eeg-headsets,TRUE
/blogs/independent-research/tagged/epoc-series-eeg,/collections/mobile-eeg-headsets,TRUE
/blogs/independent-studies,/blogs/independent-research,TRUE
/blogs/independent-studies-2,/blogs/independent-research,TRUE
/blogs/independent-studies/a-fractal-based-algorithm-of-emotion-recognition-from-eeg-using-arousal-valence-model,/blogs/independent-research/a-fractal-based-algorithm-of-emotion-recognition-from-eeg-using-arousal-valence-model,TRUE
/blogs/independent-studies/a-smartphone-interface-for-a-wireless-eeg-headset-with-real-time-3d-reconstruction,/blogs/independent-research/a-smartphone-interface-for-a-wireless-eeg-headset-with-real-time-3d-reconstruction,TRUE
/blogs/independent-studies/a-user-study-of-visualization-effectiveness-using-eeg-and-cognitive-load,/blogs/independent-research/a-user-study-of-visualization-effectiveness-using-eeg-and-cognitive-load,TRUE
/blogs/independent-studies/achieving-remote-presence-using-a-humanoid-robot-controlled-by-a-noninvasive-bci-device,/blogs/independent-research/achieving-remote-presence-using-a-humanoid-robot-controlled-by-a-noninvasive-bci-device,TRUE
/blogs/independent-studies/brainwave-measurements-an-early-indicator-of-autism,/blogs/independent-research/brainwave-measurements-an-early-indicator-of-autism,TRUE
/blogs/independent-studies/deep-learning-based-electroencephalography-analysis,/blogs/independent-research/deep-learning-based-electroencephalography-analysis,TRUE
/blogs/independent-studies/emotiv-flex-validated-erp-research,/blogs/independent-research/emotiv-flex-validated-erp-research,TRUE
/blogs/independent-studies/experimental-art-with-brain-controlled-interface,/blogs/independent-research/experimental-art-with-brain-controlled-interface,TRUE
/blogs/independent-studies/mobile-eeg-distracted-driving,/blogs/independent-research/mobile-eeg-distracted-driving,TRUE
/blogs/independent-studies/music-emotion-capture-sonifying-emotions-in-eeg-data,/blogs/independent-research/music-emotion-capture-sonifying-emotions-in-eeg-data,TRUE
/blogs/independent-studies/musical-neurofeedback-for-treating-depression-in-elderly-people,/blogs/independent-research/musical-neurofeedback-for-treating-depression-in-elderly-people,TRUE
/blogs/independent-studies/neurophone-brain-mobile-phone-interface-using-a-wireless-eeg-headset,/blogs/independent-research/neurophone-brain-mobile-phone-interface-using-a-wireless-eeg-headset,TRUE
/blogs/independent-studies/p300-and-emotiv-epoc,/blogs/independent-research/p300-and-emotiv-epoc,TRUE
/blogs/independent-studies/single-trial-cognitive-stress-classification-using-portable-wireless-electroencephalography,/blogs/independent-research/single-trial-cognitive-stress-classification-using-portable-wireless-electroencephalography,TRUE
/blogs/independent-studies/student-learning-virtual-reality-conditions,/blogs/independent-research/student-learning-virtual-reality-conditions,TRUE
/blogs/independent-studies/tracking-of-mental-workload-with-a-mobile-eeg-sensor,/blogs/independent-research/tracking-of-mental-workload-with-a-mobile-eeg-sensor,TRUE
/blogs/independent-studies/using-brain-computer-interfaces-to-detect-human-satisfaction-in-human-robot-interaction,/blogs/independent-research/using-brain-computer-interfaces-to-detect-human-satisfaction-in-human-robot-interaction,TRUE
/blogs/news/tagged/category_news.atom,/collections/mobile-eeg-headsets,TRUE
/blogs/webinar/tagged/category_webinars,/collections/mobile-eeg-headsets,TRUE
/blogs/whitepaper/tagged/eeg,/blogs/glossary/electroencephalogram,TRUE
/brain-controlled-technology,/pages/bci,TRUE
/brain-controlled-technology/,/pages/bci,TRUE
/careers/qa-,/blogs/careers,TRUE
/careers/senior-cloud-software-engineer-hanoi-vietnam/,/blogs/careers,TRUE
/careers/senior-devops-engineer-emotiv-hanoi-office/,/blogs/careers,TRUE
/category/case-studies/,/blogs/case-studies/tagged/category_case-studies,TRUE
/category/independent-studies,/blogs/independent-research,TRUE
/category/independent-studies/,/blogs/independent-studies/,TRUE
/category/webinars/,/collections/mobile-eeg-headsets,TRUE
/checkout/,/,TRUE
/collections/all/products/bci-osc,/products/bci-osc,TRUE
/collections/all/products/emotiv-brainviz,/emotiv-brainviz,TRUE
/collections/applications/products/bci-osc,/products/bci-osc,TRUE
/collections/applications/products/flex-gel,/products/flex-gel,TRUE
/collections/applications/products/insight,/collections/mobile-eeg-headsets,TRUE
/collections/emotivpro-3-0/products/bci-osc,/products/bci-osc,TRUE
/collections/emotivpro-3-0/products/flex-gel,/emotivpro,TRUE
/collections/epoc-accessories/products/insight,/insight,TRUE
/collections/insight-accessories/products/bci-osc,/products/bci-osc,TRUE
/collections/insight-accessories/products/flex-gel,/products/flex-gel,TRUE
/collections/mobile-eeg-headsets/products/emotiv-bci,/collections/mobile-eeg-headsets,TRUE
/collections/mobile-eeg-headsets/products/flex-gel,/products/flex-gel,TRUE
/collections/mobile-eeg-headsets/products/insight,/collections/mobile-eeg-headsets,TRUE
/collections/software/products/emotiv-launcher,/emotiv-launcher,TRUE
/collections/x-trodes/products/emotiv-brainviz,/emotiv-brainviz,TRUE
/comparison/,/pages/comparison,TRUE
/consumer-insights-solutions,/pages/neuromarketing,TRUE
/consumer-insights-solutions/,/pages/neuromarketing,TRUE
/contact,/pages/contact,TRUE
/contact-commercial-application,/pages/contact,TRUE
/contact-support,/pages/contact,TRUE
/contact/,/pages/contact,TRUE
/corporate/2_0/2_2.htm,/,TRUE
/corporate/2_0/2_3.htm,/,TRUE
/corporate/5_0/5_2.htm,/collections/mobile-eeg-headsets,TRUE
/corporate/media.php,/,TRUE
/corporate/refund.php,/pages/refund-policy,TRUE
/corporate/team.php,/collections/mobile-eeg-headsets,TRUE
/default.htm,/,TRUE
/download,/emotiv-launcher,TRUE
/download_emotiv_launcher_mac.php,/emotiv-launcher,TRUE
/downloads/,/emotiv-launcher,TRUE
/eeg-guide/,/blogs/glossary/eeg-guide,TRUE
/eeg-headsets-for-education/,https://get.emotiv.com/academic-research-and-education,TRUE
/eeg-headsets-for-scientific-research/,https://get.emotiv.com/academic-research-and-education,TRUE
/eeg/download,/emotiv-launcher,TRUE
/eeg/features.php,/collections/mobile-eeg-headsets,TRUE
/eeg/test_bench.php,/emotivpro,TRUE
/emotiv-bci,/emotiv-bci,TRUE
/emotiv-bci//1000,/pages/bci,TRUE
/emotiv-bci/osc/,/products/bci-osc,TRUE
/emotiv-brainviz/,/emotiv-brainviz,TRUE
/emotiv-eeg-cloud,/pages/emotiv-eeg-cloud,TRUE
/emotiv-eeg-cloud/,/pages/emotiv-eeg-cloud,TRUE
/emotiv-labs,https://labs.emotiv.com/,TRUE
/emotiv-xtrodes-eeg-solution/,https://shop.emotiv.com/x-trodes-multi-electrode-patch-and-data-acquisition-unit/,TRUE
/emotivpro/analyze/,/emotivpro,TRUE
/emotivpro/build,/emotivpro,TRUE
/emotivpro/build/,/emotivpro,TRUE
/emotivpro/Emotiv,/emotivpro,TRUE
/epoc.php,/epoc-x,TRUE
/epoc/develop.php,/epoc-x,TRUE
/epoc1.html,/epoc-x,TRUE
/extender/,/pages/quick-start-guide-extender,TRUE
/files/Emotiv-EPOC,/epoc-x,TRUE
/files/emotiv-epoc-,/pages/quick-start-guide-epoc-x,TRUE
/files/Emotiv-EPOC-,/epoc-x,TRUE
/files/Emotiv-EPOCProduct-Sheet-2014.pdfCh,/,TRUE
/flex-,/products/flex-saline,TRUE
/flex-saline,/products/flex-saline,TRUE
/forum/forum10/topic697,/,TRUE
/forum/forum14/topic1364/,/,TRUE
/forum/forum15/topic1371/messages/,/,TRUE
/forum/group9/,/collections/mobile-eeg-headsets,TRUE
/forum/messages/forum12/topic527/message2946/,/,TRUE
/forum/messages/forum15/topic18358/message35411/,/collections/mobile-eeg-headsets,TRUE
/forums/topic/buy-aceon-no-prescription-needed-buy-aceon-no-rx]Buy,/,TRUE
/forums/topic/buy-cheap-metrogyl-dg-no-prescription-pharmacy-metrogyl-dg-buy-metrogyl-dg-online-all-credit-cards-accepted]BUY,/blogs/glossary/eeg-headset,TRUE
/forums/topic/buy-cheap-purinethol-online-pharmacy-canada-purinethol-purinethol-all-creditcard-accepted/,/,TRUE
/forums/topic/buy-cheap-trileptal-no-rx-no-prescription-trileptal/,/,TRUE
/forums/topic/buy-generic-ibuprofen-fedex-no-prescription-over-night-generic-ibuprofen,/,TRUE
/forums/topic/buy-geodon-free-doctor-consult-geodon-buying-geodon-fast-deliery,/blogs/glossary/eeg-headset,TRUE
/forums/topic/buy-nuzide-online-no-prescription-canada-nuzide-generic-form-of-nuzide,/,TRUE
/forums/topic/Emotiv_EPOC_Brain_Activity_Map/,/collections/mobile-eeg-headsets,TRUE
/forums/topic/Insight_Sample_EEG_data/,/,TRUE
/forums/topic/purchase-apcalis-sx-oral-jelly-no-script-apcalis-sx-oral-jelly-buy-apcalis-sx-oral-jelly-indianapolis]Buy,/,TRUE
/get-started-professional/,/get-started/,TRUE
/glossary,/blogs/glossary,TRUE
/glossary/,/blogs/glossary,TRUE
/glossary/behavioral-neuroscience,/blogs/glossary/behavioral-neuroscience,TRUE
/glossary/behavioral-neuroscience/,/blogs/glossary/behavioral-neuroscience,TRUE
/glossary/biometrics/,/blogs/glossary/biometrics,TRUE
/glossary/brain-scan/,/blogs/glossary/brain-scan,TRUE
/glossary/electroencephalogram,/blogs/glossary/electroencephalogram,TRUE
/glossary/electroencephalogram/,/blogs/glossary/electroencephalogram,TRUE
/glossary/neuroethics,/blogs/glossary/neuroethics,TRUE
/glossary/neuroethics/,/blogs/glossary/neuroethics,TRUE
/glossary/neuroinformatics,/blogs/glossary/neuroinformatics,TRUE
/glossary/neuromarketing,/blogs/glossary/neuromarketing,TRUE
/glossary/neuromarketing/,/blogs/glossary/neuromarketing,TRUE
/glossary/neuroplasticity,/blogs/glossary/neuroplasticity,TRUE
/glossary/neuroplasticity/,/blogs/glossary/neuroplasticity,TRUE
/glossary/neuroplastizit,/,TRUE
/glossary/workplace-,/blogs/glossary/workplace-psychology-definition,TRUE
/glossary/workplace-psychology/,/blogs/glossary/workplace-psychology-definition,TRUE
/hardware/,/collections/mobile-eeg-headsets,TRUE
/how-to/,/blogs/how-to,TRUE
/ideas/,/,TRUE
/ideas/brain-controlled-wheelchair-6.html,/,TRUE
/independent-studies/a-fractal-based-algorithm-of-emotion-recognition-from-eeg-using-arousal-valence-model/,/blogs/independent-research/a-fractal-based-algorithm-of-emotion-recognition-from-eeg-using-arousal-valence-model,TRUE
/independent-studies/a-smartphone-interface-for-a-wireless-eeg-headset-with-real-time-3d-reconstruction/,/blogs/independent-research/a-smartphone-interface-for-a-wireless-eeg-headset-with-real-time-3d-reconstruction,TRUE
/independent-studies/a-user-study-of-visualization-effectiveness-using-eeg-and-cognitive-load,/blogs/independent-research/a-user-study-of-visualization-effectiveness-using-eeg-and-cognitive-load,TRUE
/independent-studies/a-user-study-of-visualization-effectiveness-using-eeg-and-cognitive-load/,/blogs/independent-research/a-user-study-of-visualization-effectiveness-using-eeg-and-cognitive-load,TRUE
/independent-studies/achieving-remote-presence-using-a-humanoid-robot-controlled-by-a-noninvasive-bci-device/,/blogs/independent-research/achieving-remote-presence-using-a-humanoid-robot-controlled-by-a-noninvasive-bci-device,TRUE
/independent-studies/brainwave-measurements-an-early-indicator-of-autism/,/blogs/independent-research/brainwave-measurements-an-early-indicator-of-autism,TRUE
/independent-studies/deep-learning-based-electroencephalography-analysis/,/blogs/independent-research/deep-learning-based-electroencephalography-analysis,TRUE
/independent-studies/designing-a-brain-computer-interface-using-emotiv-headset-and-programming-languages/,/blogs/independent-research/designing-a-brain-computer-interface-using-emotiv-headset-and-programming-languages,TRUE
/independent-studies/emotiv-flex-validated-erp-research/,/blogs/independent-research/emotiv-flex-validated-erp-research,TRUE
/independent-studies/experimental-art-with-brain-controlled-interface/,/blogs/independent-research/experimental-art-with-brain-controlled-interface,TRUE
/independent-studies/functional-state-assessment-of-an-athlete-by-means-of-the-brain-computer-interface-multimodal-metrics/,/blogs/independent-research/functional-state-assessment-of-an-athlete-by-means-of-the-brain-computer-interface-multimodal-metrics,TRUE
/independent-studies/music-emotion-capture-sonifying-emotions-in-eeg-data,/blogs/independent-research/music-emotion-capture-sonifying-emotions-in-eeg-data,TRUE
/independent-studies/music-emotion-capture-sonifying-emotions-in-eeg-data/,/blogs/independent-research/music-emotion-capture-sonifying-emotions-in-eeg-data,TRUE
/independent-studies/musical-neurofeedback-for-treating-depression-in-elderly-people,/blogs/independent-research/musical-neurofeedback-for-treating-depression-in-elderly-people,TRUE
/independent-studies/musical-neurofeedback-for-treating-depression-in-elderly-people/,/blogs/independent-research/musical-neurofeedback-for-treating-depression-in-elderly-people,TRUE
/independent-studies/neurophone-brain-mobile-phone-interface-using-a-wireless-eeg-headset,/blogs/independent-research/neurophone-brain-mobile-phone-interface-using-a-wireless-eeg-headset,TRUE
/independent-studies/neurophone-brain-mobile-phone-interface-using-a-wireless-eeg-headset/,/blogs/independent-research/neurophone-brain-mobile-phone-interface-using-a-wireless-eeg-headset,TRUE
/independent-studies/p300-and-emotiv-epoc/,/blogs/independent-research/p300-and-emotiv-epoc,TRUE
/independent-studies/reduce-workplace-stress-with-flowers/,/blogs/news/reduce-workplace-stress-with-flowers,TRUE
/independent-studies/single-trial-cognitive-stress-classification-using-portable-wireless-electroencephalography,/blogs/independent-research/single-trial-cognitive-stress-classification-using-portable-wireless-electroencephalography,TRUE
/independent-studies/single-trial-cognitive-stress-classification-using-portable-wireless-electroencephalography/,/blogs/independent-research/single-trial-cognitive-stress-classification-using-portable-wireless-electroencephalography,TRUE
/independent-studies/student-learning-virtual-reality-conditions/,/blogs/independent-research/student-learning-virtual-reality-conditions,TRUE
/independent-studies/tracking-of-mental-workload-with-a-mobile-eeg-sensor/,/blogs/independent-research/tracking-of-mental-workload-with-a-mobile-eeg-sensor,TRUE
/independent-studies/using-brain-computer-interfaces-to-detect-human-satisfaction-in-human-robot-interaction/,/blogs/independent-research/using-brain-computer-interfaces-to-detect-human-satisfaction-in-human-robot-interaction,TRUE
/independent-studies/validation-of-emotiv-epoc-for-,/blogs/independent-research/validation-of-emotiv-epoc-for-extracting-erp-correlates-of-emotional-face-processing,TRUE
/independent-studies/validation-of-emotiv-epoc-for-extracting-erp-correlates-of-emotional-face-processing/,/blogs/independent-research/validation-of-emotiv-epoc-for-extracting-erp-correlates-of-emotional-face-processing,TRUE
/independentstudies/validation-of-emotiv-epoc-for-extracting-erp-correlates-ofemotional-face-processing/,/blogs/independent-research/validation-of-emotiv-epoc-for-extracting-erp-correlates-of-emotional-face-processing,TRUE
/index.asp,/,TRUE
/index.html,/,TRUE
/index.php,/,TRUE
/insight.php,/insight,TRUE
/knowl-,/tools/knowledge-base,TRUE
/knowled-,/tools/knowledge-base,TRUE
/knowledge-base/the-,/tools/knowledge-base,TRUE
/knowledge-base/what-are-the-,/tools/knowledge-base,TRUE
/knowledge-base/what-is-emotiv-insight/,/insight,TRUE
/library,/pages/library,TRUE
/mn8-eeg-headset-with-contour-app,/mn8,TRUE
/my-account/edit-account/,https://account.emotiv.com/my-account/,TRUE
/naees/nerformance,/,TRUE
/neurosci-,/blogs/glossary/eeg-headset,TRUE
/neuroscience-based-product-innovation/,/blogs/glossary/eeg-headset,TRUE
/neuroscience-research-education-solutions,https://get.emotiv.com/academic-research-and-education,TRUE
/neuroscience-research-education-solutions/,https://get.emotiv.com/academic-research-and-education,TRUE
/news/cortex-version-2-6-1-is-now-released-with-bci-osc/,/products/bci-osc,TRUE
/news/eol-support-update/,/collections/mobile-eeg-headsets,TRUE
/news/headset-allows-you-to-control-lights-with-your-brain/,/blogs/press/headset-allows-you-to-control-lights-with-your-brain,TRUE
/news/introducing-brainwear-register-for-early-access/,/blogs/press/introducing-brainwear-register-for-early-access,TRUE
/news/nica-partners-with-emotiv-to-leverage-human-emotion-in-the-design-of-cities-of-longevity/,/blogs/press/nica-partners-with-emotiv-to-leverage-human-emotion-in-the-design-of-cities-of-longevity,TRUE
/news/rac-mind-over-motor/,/blogs/press/rac-mind-over-motor,TRUE
/news/tedtalks-tan-le-a-headset-that-reads-your-brainwaves/,/blogs/press/tedtalks-tan-le-a-headset-that-reads-your-brainwaves,TRUE
/oauth.php,/,TRUE
/our-technology,/pages/our-technology,TRUE
/our-technology/,/pages/our-technology,TRUE
/pages/,/,TRUE
/pages/emotiv-app-backup,/emotiv-app,TRUE
/patents/,/pages/patents,TRUE
/press/2021-emotiv-innovation-alley-city-of-ryde-v1/,/,TRUE
/press/fast-company-tan-le/,/blogs/press/fast-company-this-life-changing-philips-hue-hack-makes-the-internet-of-everything-mean-something,TRUE
/privacy/,/blogs/glossary/data-privacy,TRUE
/product-category/accessories/epoc-accessories/,/collections/mobile-eeg-headsets,TRUE
/product-category/accessories/insight-accessories/,/collections/mobile-eeg-headsets,TRUE
/product-category/applications/,/emotivpro,TRUE
/product-category/mobile-eeg,/collections/mobile-eeg-headsets,TRUE
/product-specs/Emotiv,/epoc-x,TRUE
/product-specs/emotiv_privacy_policy_draft.pdf,/blogs/glossary/data-privacy,TRUE
/product-updates/new-games-emotiv-labs/,/blogs/news/eeg-white-paper-mentimeter,TRUE
/product/emotiv-epoc-14-channel-mo-bile-eeg/,/epoc-x,TRUE
/product/emotiv-epoc-14-channel-mobile,/epoc-x,TRUE
/product/emotiv-epoc-14-channel-mobile-,/epoc-x,TRUE
/product/emotiv-epoc-14-channel-mobile-eeg,/epoc-x,TRUE
/product/emotiv-epoc-14-channel-mobile-eeg/,/epoc-x,TRUE
/product/emotiv-epoc-14-channel-mobileeeg/,/epoc-x,TRUE
/product/emotiv-epoc-x-,/epoc-x,TRUE
/product/emotiv-epoc-x-14-channel-mobile-brainwear,/epoc-x,TRUE
/product/emotiv-epoc-x-14-channel-mobile-brainwear/,/epoc-x,TRUE
/product/emotiv-epoc-x-14-channel-mobile-brainwear/tab-description,/epoc-x,TRUE
/product/emotiv-insight-5-channel-mobile-brainwear/.S,/insight,TRUE
/product/emotivepoc-14-channel-mobile-eeg/,/epoc-x,TRUE
/product/emotivpro,/emotivpro,TRUE
/product/epoc-flex-gel-sensor-kit-54cm-with-3-year-pro-standard-license/,/products/flex-gel,TRUE
/product/epoc-flex-gel-sensor-kit-54cm-with-pro-standard-license/,/products/flex-gel,TRUE
/product/epoc-flex-gel-sensor-kit-56cm-with-pro-standard-license/,/products/flex-gel,TRUE
/product/epoc-flex-gel-sensor-kit-58cm-with-pro-standard-license/,/products/flex-gel,TRUE
/product/epoc-flex-gel-sensors/,https://shop.emotiv.com/emotiv-flex-sensors/,TRUE
/product/epoc-flex-saline-non-configured-cap-54-cm-with-3-year-pro-standard-license/,/products/flex-saline,TRUE
/product/epoc-flex-saline-non-configured-cap-56-cm-with-3-year-pro-standard-license/,/products/flex-saline,TRUE
/product/epoc-flex-saline-pre-configured-cap-56-cm-with-pro-standard-license/,/products/flex-saline,TRUE
/product/epoc-flex-saline-sensor-kit/,/products/flex-saline,TRUE
/product/epoc-flex-saline-sensors/,/products/flex-saline,TRUE
/product/extended-warranty-36-months-for-insight/,/collections/mobile-eeg-headsets,TRUE
/product/extender/,/pages/quick-start-guide-extender,TRUE
/product/mn8-2-channel-eeg-earbuds,/mn8,TRUE
/product/mn8-2-channel-eeg-earbuds/,/mn8,TRUE
/product/stonehenge/,/collections/mobile-eeg-headsets,TRUE
/product/the-neurogeneration-by-tan-le/,/,TRUE
/product/unity3d-,https://shop.emotiv.com/,TRUE
/product/xtr-exg2-multi-electrode-patch-pack-of-30-with-data-acquisition-unit/,https://shop.emotiv.com/x-trodes-multi-electrode-patch-and-data-acquisition-unit/,TRUE
/products/,/collections/mobile-eeg-headsets,TRUE
/productspecs/Emotiv,/epoc-x,TRUE
/publications/,/blogs/glossary/eeg-headset,TRUE
/pureeeg/,/emotivpro,TRUE
/raw-eeg,/pages/raw-eeg,TRUE
/sdk-premium-edition-application-form/,/pages/developer,TRUE
/sdklite/,/,TRUE
/self-quantification-solutions/,/emotiv-app,TRUE
/setup/,/pages/setup,TRUE
/setup/epoc,/pages/quick-start-guide-epoc-x,TRUE
/setup/epoc-flex,/pages/quick-start-guide-flex,TRUE
/setup/epoc-flex/,/pages/quick-start-guide-flex,TRUE
/setup/epoc-x/,/pages/quick-start-guide-epoc-x,TRUE
/setup/epoc/,/pages/quick-start-guide-epoc-x,TRUE
/setup/extender/,/pages/quick-start-guide-extender,TRUE
/setup/insight/,/pages/quick-start-guide-insight,TRUE
/setup/mn8,/pages/quick-start-guide-mn8,TRUE
/setup/mn8/,/pages/quick-start-guide-mn8,TRUE
/shipping,/policies/shipping-policy,TRUE
/shop,https://shop.emotiv.com/,TRUE
/sitemap_pages_1.xml,/,TRUE
/sitemap_products_1.xml,/,TRUE
/store/,https://shop.emotiv.com/,TRUE
/store/apps/applications/118/3886,/,TRUE
/store/compare/sample,/pages/comparison,TRUE
/store/hardware/epoc-bci-eeg/developer-neuroheadset/,/epoc-x,TRUE
/store/product_262.html,/collections/mobile-eeg-headsets,TRUE
/store/sdk/edition/sdklite/,/,TRUE
/student-sdk-application-form/,/emotivpro,TRUE
/subscription-terms/,/pages/subscription-terms,TRUE
/Subscription-terms/,/pages/subscription-terms,TRUE
/tag/bci,/pages/bci,TRUE
/tag/bci/,/pages/bci,TRUE
/tag/consumer-market-research/,/pages/neuromarketing,TRUE
/tag/eeg/,/blogs/glossary/electroencephalogram,TRUE
/tag/emotiv-labs/,https://labs.emotiv.com/,TRUE
/tag/emotiv-mn8/,/mn8,TRUE
/tag/research-and-education/,https://get.emotiv.com/academic-research-and-education,TRUE
/tag/wireless-eeg/,/collections/mobile-eeg-headsets,TRUE
/tutorials,/blogs/tutorials,TRUE
/tutorials/,/blogs/tutorials,TRUE
/upload/manual/Research,/,TRUE
/videos/ifa-summit-17-erica-warp-brain-wearables-4-sept-2017-next-level-intelligence/,/blogs/video/ifa-summit-17-erica-warp-brain-wearables-4-sept-2017-next-level-intelligence,TRUE
/videos/kathryn-thomas-tests-the-new-e-pace/,/blogs/video/kathryn-thomas-tests-the-new-e-pace,TRUE
/videos/naive-curiosity-solves-unsolvable-problems/,/blogs/video/naive-curiosity-solves-unsolvable-problems,TRUE
/wp-admin/admin-ajax.php,/,TRUE
/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min.js,/,TRUE
/wp-json/wp/v2/pages/283307,/,TRUE
/tools/knowledge-base,/knowledge-base,TRUE
/careers/,/blogs/careers,TRUE
/workplace-wellness-safety-and-productivity-mn8/,/mn8,TRUE
/refund-policy/,/pages/refund-policy,TRUE
/faq/,/knowledge-base,TRUE
/.”,/collections/mobile-eeg-headsets,TRUE
/researchers/,https://get.emotiv.com/academic-research-and-education,TRUE
/store/apps/applications/,/collections/mobile-eeg-headsets,TRUE
/store/apps/applications/117/4285,/store/compare,TRUE
/store/apps/applications/135/11483,/collections/mobile-eeg-headsets,TRUE
/store/apps/applications/135/1446,/collections/mobile-eeg-headsets,TRUE
/store/compare,/pages/comparison,TRUE
/store/hardware/epoc-bci/epoc-neuroheadset/,/epoc-x,TRUE
/tools/knowledge-base/category/epoc-cleaning-servicing,/blogs/how-to/cleaning,TRUE
/tools/knowledge-base/category/insight-cleaning,/blogs/how-to/cleaning,TRUE
/tools/knowledge-base/category/troubleshooting-and-cleaning,/blogs/how-to/cleaning,TRUE
/tools/knowledge-base/epoc-cleaning-servicing/electrode-oxidation,/blogs/how-to/cleaning,TRUE
/tools/knowledge-base/epoc-cleaning-servicing/how-often-do-i-need-to-replace-my-sensors,/blogs/how-to/cleaning,TRUE
/tools/knowledge-base/category/shipping-taxes-and-delivery,/policies/shipping-policy,TRUE
/tools/knowledge-base/shipping-taxes-and-delivery/international-shipping-duties-and-taxes-policy,/policies/shipping-policy,TRUE
/tools/knowledge-base/epoc-cleaning-servicing/the-gold-back-from-my-epoc-sensor-fell-off-what-do-i-do,https://emotiv.gitbook.io/epoc-user-manual/troubleshooting/reattaching-sensor-frame,TRUE
/store/product_95.html,/collections/mobile-eeg-headsets,TRUE
/upload/manual/EEGSpecifications.pdf,/collections/mobile-eeg-headsets,TRUE
/paper/article.164.html,/collections/mobile-eeg-headsets,TRUE
/store/apps/applications/131/,/collections/mobile-eeg-headsets,TRUE
/store/hardware/299,/collections/mobile-eeg-headsets,TRUE
/store/hardware/299/,/collections/mobile-eeg-headsets,TRUE
/tools/knowledge-base/licenses/what-is-your-criteria-for-approving-third-party-applications,/pages/developer,TRUE
/store/apps/applications/135/567,/emotivpro,TRUE
/xavier-control-panel-support-forum,/emotivpro,TRUE
/store/hardware/epoc-bci/epocneuroheadset/,/epoc-x,TRUE
/product/epoc-flex-gel-sensor-kit/,/products/flex-gel,TRUE
/tools/knowledge-base/category/faq,/tools/knowledge-base,TRUE
/tools/knowledge-base/category/epoc-flex,/tools/knowledge-base,TRUE
/tools/knowledge-base/category/epoc-x,/tools/knowledge-base,TRUE
/tools/knowledge-base/category/software,/tools/knowledge-base,TRUE
/tools/knowledge-base/category/software-troubleshooting,/tools/knowledge-base,TRUE
/tools/knowledge-base/category/xtrodes,/tools/knowledge-base,TRUE
/tools/knowledge-base/shipping-taxes-and-delivery/can-i-change-my-shipping-address-after-the-order-has-already-been-shipped,/tools/knowledge-base/change-shipping-address,TRUE
/tools/knowledge-base/epoc-flex-cleaning-and-servicing/how-to-clean-epoc-flex-saline-sensors-and-cap,/tools/knowledge-base/clean-flex-sensors-caps,TRUE
/tools/knowledge-base/epoc-flex/how-to-clean-epoc-flex-sensors-and-flex-cap,/tools/knowledge-base/clean-flex-sensors-caps,TRUE
/tools/knowledge-base/epoc-support/how-to-clean-epoc-flex-saline-sensors-and-cap,/tools/knowledge-base/clean-flex-sensors-caps,TRUE
/tools/knowledge-base/insight/how-do-i-clean-the-insight-headset-and-sensors,/tools/knowledge-base/clean-insight-headset-sensors,TRUE
/tools/knowledge-base/faq/what-else-can-you-say-about-epoc-or-insight-and-paralyzed-users,/tools/knowledge-base/emotiv-disability-communication-tech,TRUE
/tools/knowledge-base/epoc-cleaning-servicing/where-can-i-buy-epoc-saline-solution,/tools/knowledge-base/make-insight-primer-saline,TRUE
/tools/knowledge-base/emotivbci/tips-on-mental-command-training,/tools/knowledge-base/mental-commands,TRUE
/tools/knowledge-base/category/epoc-trouble-shooting,/tools/knowledge-base/signal-quality-thick-hair-epocx-flex,TRUE
/tools/knowledge-base/emotivpro/why-is-my-eeg-quality-flickering-in-emotivpro,/knowledge-base/why-is-my-eeg-quality-flickering-in-emotivpro,TRUE
/tools/knowledge-base/xtrodes/have-x-trodes-done-clinical-trials,/collections/x-trodes,TRUE
/tools/knowledge-base/epoc-getting-started/how-does-epoc-compare-to-other-consumer-brain-sensing-products,/pages/epoc-flex,TRUE
/tools/knowledge-base/mn8-troubleshooting/how-to-obtain-good-contact-quality-with-mn8,/collections/accessories,TRUE
/tools/knowledge-base/faq/does-emotiv-offer-eeg-headsets,/collections/accessories,TRUE
/tools/knowledge-base/general-issues/is-there-any-advantage-in-using-the-emotiv-universal-usb-receiver,/knowledge-base/why-users-connect-emotiv-epoc-x-usb-receiver-bluetooth,TRUE
/tools/knowledge-base/general-information/how-does-epoc-compare-to-other-clinical-eeg-systems,/pages/epoc-flex,TRUE
/blog/eeg-white-paper-mentimeter/,/blogs/news/eeg-white-paper-mentimeter,TRUE
/blog/neuromarketing-in-consumer-behavior/,/blogs/news/neuromarketing-in-consumer-behavior,TRUE
/tools/knowledge-base/technical-research-information/how-accurate-is-your-detection,/pages/raw-eeg,TRUE
/blogs/careers/hardware-electrical-engineer-pemf-vns-hanoi-or-ho-chi-minh-city-vietnam,/pages/press-business-contact,TRUE
/tools/knowledge-base/insight-support/i-got-my-insight-headset-now-what,/pages/brain-computer-interfaces-emotiv-insight,TRUE
/tools/knowledge-base/xtrodes-cleaning-and-servicing/are-x-trodes-products-waterproof,/collections/x-trodes,TRUE
